1011586,1
1001400,1
1009179,1
1002015,1
1000799,0
1005033,0
1002108,0
1001942,1
1005706,0
1004250,0
1014396,1
1014127,1
1003865,1
1002841,0
1010897,1
1007872,0
1009517,0
1003091,1
1009386,1
1005384,0
1011986,0
1004101,1
1000826,1
1007518,0
1012911,0
1010694,0
1006308,1
1003123,0
1003864,0
1002494,0
1010450,0
1012724,0
1012011,0
1007750,0
1010000,0
1002592,0
1004557,0
1009773,0
1012201,0
194,1
1002100,0
1007957,0
1005361,0
1011217,0
1005642,0
1007948,0
1000450,0
1014113,0
1008687,0
1003451,0
1002288,0
1013157,0
1004541,0
1008255,0
1013014,0
1007855,0
1013846,0
1005044,0
1007593,0
1009893,0
1009355,0
1012078,0
1009746,0
1013037,0
1010021,0
1014455,0
1001157,0
1014308,0
1009052,0
1014326,1
1010978,1
1009359,0
1011005,0
1009334,0
1001696,0
1004473,0
1002119,0
1000505,0
1013677,0
1009040,0
1010562,0
1000700,0
1008340,0
1013872,0
1012979,0
1003501,0
1009314,0
1011311,0
1012909,0
1012426,1
1012186,1
1000786,0
1406,0
1003203,0
1006827,0
1005858,0
1012446,0
1001649,0
1010188,1
1005120,0
1001183,0
1012260,0
1012316,0
1003990,0
1005571,0
1001124,1
1010907,0
1007331,0
1009638,0
1013326,0
1002786,0
1008289,0
1001625,0
1011120,0
1014332,0
1006026,0
1006588,0
1003212,0
1006437,0
1000305,0
1007243,0
1001243,0
1009677,0
1001106,0
1002041,0
1006939,0
1011682,0
1001731,0
1010020,0
1012176,0
1014049,0
1002842,0
1010153,0
1014313,0
1004639,0
1013611,0
1012440,0
1013890,0
1001868,0
1008304,0
1006092,0
1011283,0
1005086,0
1005717,0
1009238,0
1003006,0
1009051,0
1010727,0
1002062,0
1011411,1
1009853,0
1006850,0
1007478,0
1005091,0
1006463,0
1002689,0
1008318,0
1007043,0
1002449,0
1003592,0
1001220,0
1013033,0
1013654,0
1006117,0
1013554,0
1003635,0
1011040,0
1005103,0
1012484,0
1004483,0
1001589,0
1010828,0
1004216,0
1000434,0
1010638,0
1000090,0
1005737,0
1007535,0
1002025,0
1005636,0
1007947,0
1008928,0
1004669,0
1001366,0
1003150,0
1008965,0
1003835,0
1000833,0
1011054,0
1013184,0
1007790,0
1006104,0
1014383,0
1003060,0
1009167,0
1001804,0
1006622,0
1013399,0
1011434,0
1001935,0
1004547,0
1009938,0
1010693,0
1005166,1
1010052,0
1009212,0
1005479,0
1000889,0
1010356,0
1000336,0
1010867,0
1003406,0
1003041,0
1012971,0
1012265,0
1009338,0
1006120,0
1013659,0
1008068,0
1014176,0
1009099,0
1008156,0
1008423,1
1001476,0
1006284,0
1000537,0
1013912,0
1008964,0
1014096,0
1013931,0
1009954,0
1004422,0
1005634,0
1005092,0
1011667,0
1002750,0
1007303,0
1004498,0
1000829,0
1001386,0
1012977,0
1008513,0
1008303,0
1002114,0
1013293,0
1011396,0
1005531,0
1009825,0
1006310,0
1003261,0
1004315,0
1000137,0
1007402,0
1013286,0
1009900,0
1003907,0
1006810,0
1001937,0
1011481,0
1012606,0
1010482,0
1006481,0
1002846,0
1011055,1
1013899,0
1005630,0
1009309,0
1005886,0
1001458,1
1013559,0
1013943,0
1008378,0
1013133,0
1003088,0
1010855,0
1012544,0
1004202,0
1005828,0
1010673,0
1000420,0
1000879,0
1001429,0
1003220,0
1005387,0
1001201,0
1007474,0
1010555,0
1012463,0
1001465,0
1000896,0
1001772,0
1001472,0
1000433,0
1004502,0
1011378,0
1013666,0
1009700,0
1004210,0
1012423,0
1004554,0
1004990,0
1003608,0
1001171,0
1009739,0
1004592,0
1005564,0
1001964,1
1010636,0
1013462,0
1009161,0
1006216,0
1012420,0
1014081,0
1008145,0
1008174,0
1009062,0
1013880,0
1007219,0
1006038,0
1007140,0
1010846,0
1005259,0
1000237,0
1007409,0
1011100,0
1003532,0
1011695,0
1013180,0
1013228,0
87,0
1008754,0
1001031,0
1013309,0
1005210,0
1008867,0
1009635,0
1014279,0
1005488,0
1002829,0
1013975,0
1010237,0
1010177,0
1012718,0
1001497,0
1010300,0
1002105,0
1010758,0
1011375,0
1009617,0
1003460,0
1010443,0
1003070,0
1010823,0
1000400,0
1003781,0
1006845,0
1012027,0
1003613,0
1010245,0
1006982,0
1012852,0
1012097,0
1010689,0
1000001,1
1000141,0
1013258,0
1001169,0
1011693,0
1005035,0
1012325,0
1004138,0
1001610,0
1004385,0
1012806,0
1006267,0
1003552,0
1008292,0
1005369,0
1010182,0
1001022,0
1007207,0
1003309,0
1005700,0
1013995,0
1008058,0
1005872,0
1000962,0
1000174,0
1009674,0
1010296,0
1003750,0
1014179,0
1008812,0
1010577,0
1003610,0
1004243,0
1000176,0
1000515,0
1013324,0
1014234,0
1000123,0
1009543,0
1006268,0
1002995,0
1005732,0
1001214,0
1009012,0
1009139,0
1003084,0
1006828,0
1002844,0
